IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL,USD/TON,SINGLE HULLED,NEXT TO LAST,DATE OF CHANGE,SUB-TYPE OF SHIP,DATE SOLD FOR BREAKING,FORMER NAME,COMMENT
9086057,Zheng Bang,Bulk Carrier,39385.0,,1996.0,Panama,,Fujian Ocean Shipping Company Limited (FOSCO),China,Fujian Ocean Shipping Company Limited (FOSCO),Zheng Bang Shipping Group Limited,Hong Kong,Chittagong,Bangladesh,2016-03-30 00:00:00+00:00,,,,,,2016-03-20 00:00:00+00:00,,
9118666,Zheng Tai,Bulk Carrier,38852.0,,1996.0,Panama,,Fujian Ocean Shipping Company Limited (FOSCO),China,Fujian Ocean Shipping Company Limited (FOSCO),Zheng Tong Shipping Group Limited,Hong Kong,Chittagong,Bangladesh,2016-04-08 00:00:00+00:00,,,,,,2016-03-25 00:00:00+00:00,,
8400232,Seward,Bulk Carrier,16605.0,,1985.0,Panama,,Greatsources Shipping Consultants Limited,China,Greatsources Shipping Consultants Limited,Seward Shipping Company Limited,Panama,Alang,India,2016-03-11 00:00:00+00:00,,,,,,2016-03-09 00:00:00+00:00,,
9077111,Sino 6,Combined Bulk And Oil Carrier,45593.0,,1994.0,Panama,,Guangzhou Kuifenghang Shipping Company Limited,China,Guangzhou Kuifenghang Shipping Company Limited,Hongkong De Feng Shipping Limited,Hong Kong,Gadani,Pakistan,2016-11-19 00:00:00+00:00,,,,,,2016-10-26 00:00:00+00:00,,
8812722,Sino 3,Bulk Carrier,17061.0,,1989.0,Panama,,Guangzhou Kuifenghang Shipping Company Limited,China,Guangzhou Kuifenghang Shipping Company Limited,Hong Kong Sino 3 Shipping Limited,Hong Kong,Chittagong,Bangladesh,2016-08-05 00:00:00+00:00,,,,,,2016-05-19 00:00:00+00:00,,
8507755,Rui Fu,Bulk Carrier,14868.0,,1985.0,Panama,,Guangzhou Seaway International Ship Management Company,China,Guangzhou Seaway International Ship Management Company,Robust Yields Limited,Panama,Chittagong,Bangladesh,2016-07-23 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
8309024,Amovita,Bulk Carrier,22145.0,,1986.0,Panama,,Harmony Growing Ship Management Company Limited,China,Harmony Growing Ship Management Company Limited,Amovita Shipping Limited,China,Alang,India,2016-02-12 00:00:00+00:00,,,,,,2016-01-28 00:00:00+00:00,,
8307533,Ocean Fortune,Bulk Carrier,19035.0,,1986.0,Panama,,Hengfa Shipping Incorporated,China,Hengfa Shipping Incorporated,Ocean Glory International Shipping Limited,Panama,Chittagong,Bangladesh,2016-04-23 00:00:00+00:00,,,,,,2016-04-07 00:00:00+00:00,,
9087855,An Fu Star,Bulk Carrier,35879.0,,1994.0,Panama,,Hong Da International Group Holdings Company Limited,China,Jiuzhou Shipping Company Limited,Big Star Shipping Limited,Hong Kong,Chittagong,Bangladesh,2016-07-24 00:00:00+00:00,,,,,,2016-07-12 00:00:00+00:00,,
8307777,Xinshang,Bulk Carrier,24111.0,,1985.0,Panama,,Hong Kong Shun Xin Marine Limited,China,Hong Kong Shun Xin Marine Limited,Hongkong Xinda Shipping Limited,Hong Kong,Chittagong,Bangladesh,2016-01-31 00:00:00+00:00,,,,,,2015-12-10 00:00:00+00:00,,
9083548,Elite,Bulk Carrier,39385.0,,1996.0,Panama,,Hong Sheng Da Shipmanagement Private Limited,China,Hong Sheng Da Shipmanagement Private Limited,Xing Tong Da Shipping Limited,Panama,Chittagong,Bangladesh,2016-02-15 00:00:00+00:00,,,,,,2016-01-20 00:00:00+00:00,,
8901107,Xing Min Da,Bulk Carrier,36573.0,,1990.0,Panama,,Hong Sheng Da Shipmanagement Private Limited,China,Hong Sheng Da Shipmanagement Private Limited,Aurora International Bulk Chartering Limited,Hong Kong,Chittagong,Bangladesh,2016-05-09 00:00:00+00:00,,,,,,2016-04-07 00:00:00+00:00,,
8209004,Moonvazs,Bulk Carrier,13800.0,,1983.0,Panama,,Jiangsu Far East Shipping Company Limited,China,Jiangsu Far East Shipping Company Limited,JSM Overseas (St.Vincent) Limited,St. Vincent & Grenadines,Chittagong,Bangladesh,2016-08-09 00:00:00+00:00,,,,,,2016-07-28 00:00:00+00:00,,
8217219,Venuzs,General Cargo,13397.0,,1983.0,Panama,,Jiangsu Far East Shipping Company Limited,China,Jiangsu Far East Shipping Company Limited,Venuzs Shipping Limited,St. Vincent & Grenadines,Chittagong,Bangladesh,2016-04-27 00:00:00+00:00,,,,,,2016-04-18 00:00:00+00:00,,
9059963,Jimei Jinhao,Bulk Carrier,37550.0,,1993.0,Panama,,Mentor Pacific Limited,China,Mentor Pacific Limited,Golden Hero Shipping Limited,Hong Kong,Alang,India,2016-05-14 00:00:00+00:00,,,,,,2016-04-08 00:00:00+00:00,,
8712491,Xiang Rui Men,General Cargo With Container Capacity,15520.0,,1989.0,Panama,,Nanjing Ocean Shipping Company Limited,China,Nanjing Ocean Shipping Company Limited,NYD Shipping Incorporated,Panama,Chittagong,Bangladesh,2016-05-26 00:00:00+00:00,,,,,,2016-04-28 00:00:00+00:00,,
8103298,Nemo 1,Bulk Carrier,22385.0,,1983.0,Panama,,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,China,Chittagong,Bangladesh,2016-01-10 00:00:00+00:00,,,,,,2015-11-27 00:00:00+00:00,,
8130124,Generous,Bulk Carrier,11285.0,,1983.0,Panama,,Ningbo FTZ Cosnavi International Shipping Management Company Limited,China,Ningbo FTZ Cosnavi International Shipping Management Company Limited,YKJ Shipping Company Limited,Marshall Islands,Chittagong,Bangladesh,2016-04-26 00:00:00+00:00,,,,,,2016-04-10 00:00:00+00:00,,
9035632,Best Honor,Bulk Carrier,26897.0,,1992.0,Panama,,Ocean Faith Shipping Company Limited,China,Ocean Faith Shipping Company Limited,Best Honor International Shipping,Hong Kong,Chittagong,Bangladesh,2016-05-20 00:00:00+00:00,,,,,,2016-05-02 00:00:00+00:00,,
9074523,Wise I,Bulk Carrier,77211.0,,1995.0,Panama,,Qingdao Fulon International Ship Management Company Limited,China,Qingdao Fulon International Ship Management Company Limited,Wise Energy Equipment Company Limited,Hong Kong,Gadani,Pakistan,2016-05-12 00:00:00+00:00,,,,,,2016-04-16 00:00:00+00:00,,
9135640,Huitai,Bulk Carrier,75722.0,,1996.0,Panama,,Qingdao Huiquan Shipping Company,China,Qingdao Huiquan Shipping Company,South Celebration Shipping Incorporated,Panama,Chittagong,Bangladesh,2016-03-25 00:00:00+00:00,,,,,,2016-02-25 00:00:00+00:00,,
9170286,Hui Hong II,Bulk Carrier,36356.0,,1998.0,Panama,,Qingdao Huiquan Shipping Company,China,Qingdao Huiquan Shipping Company,Hui Hong Shipping Corporation,Hong Kong,Alang,India,2016-01-18 00:00:00+00:00,,,,,,2015-12-29 00:00:00+00:00,,
9145994,Confidence Ocean,Bulk Carrier,26586.0,,1996.0,Panama,,Qingdao Huiquan Shipping Company,China,Qingdao Huiquan Shipping Company,Confidence Ocean Shipping Corporation,Panama,Chittagong,Bangladesh,2016-05-13 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
9074016,Seacon Pride,Bulk Carrier,35884.0,,1993.0,Panama,,Seacon Star Group Limited,China,Seacon Ships Management Company Limited,Seacon Pride Limited,Marshall Islands,Alang,India,2016-02-26 00:00:00+00:00,,,,,,2016-02-08 00:00:00+00:00,,
9137624,Fenghuang Shan,Bulk Carrier,38995.0,,1997.0,Panama,,Shanghai Shenyue Ship Management Company,China,Shanghai Shenyue Ship Management Company,Fujian Fenghuang International Shipping Company Limited,China,Chittagong,Bangladesh,2016-02-22 00:00:00+00:00,,,,,,2016-02-12 00:00:00+00:00,,
8217697,Kinda,Bulk Carrier,20866.0,,1984.0,Panama,,Shenzhen Da Xi Marine Shipping Company Limited,China,Shenzhen Da Xi Marine Shipping Company Limited,Tong Da Maritime Limited,Hong Kong,Chittagong,Bangladesh,2016-06-13 00:00:00+00:00,,,,,,2016-04-14 00:00:00+00:00,,
8323850,Universe Forest,Bulk Carrier,13881.0,,1984.0,Panama,,Shenzhen Shenyue Marine Company,China,Shenzhen Shenyue Marine Company,Universe Forest Shipping Company Limited,Vietnam,Alang,India,2016-04-13 00:00:00+00:00,,,,,,2016-03-25 00:00:00+00:00,,
8811376,Shun Kang,Bulk Carrier,38337.0,,1990.0,Panama,,Shunkang Shipping (Hong Kong) Limited,China,Shunkang Shipping (Hong Kong) Limited,Shunkang Shipping (Hong Kong) Limited,China,Chittagong,Bangladesh,2016-05-28 00:00:00+00:00,,,,,,2016-05-10 00:00:00+00:00,,
8415627,Pearl,Fully Cellular Containership,10246.0,,1985.0,Sierra Leone,,Xixiakou Group Company Limited,China,Xixiakou Group Company Limited,Dongtai Shipping (HK) Company Limited,Hong Kong,Alang,India,2016-02-13 00:00:00+00:00,,,,,,2016-01-15 00:00:00+00:00,,
9117404,COS Cherry,Bulk Carrier,26759.0,,1996.0,Singapore,,China COSCO Shipping Corporation Limited,China,COSCO (Singapore) Private Limited,COSCO (Singapore) Private Limited,Singapore,Zhoushan,China,2016-10-26 00:00:00+00:00,,,,,,2016-10-20 00:00:00+00:00,,
7926928,Fortune Star,Bulk Carrier,9575.0,,1980.0,St. Kitts-Nevis,,Fujian Mainstar Shipping Limited,China,Fujian Mainstar Shipping Limited,Sparkle Tone HK Limited,Hong Kong,Chittagong,Bangladesh,2016-01-11 00:00:00+00:00,,,,,,2016-01-04 00:00:00+00:00,,
8716083,Hong Tiger,General Cargo,23207.0,,1989.0,St. Vincent & Grenadines,,Hongyuan Marine Company Limited,China,Hongyuan Marine Company Limited,Hong Tiger Shipping Company Limited,St. Vincent & Grenadines,Alang,India,2016-12-30 00:00:00+00:00,,,,,,2016-12-13 00:00:00+00:00,,
8706179,Bao Heng,Bulk Carrier,24496.0,,1988.0,St. Vincent & Grenadines,,HTM Shipping Company Limited,China,Baoyuan International Company Limited,Bao Heng Shipping Company Limited,St. Vincent & Grenadines,Gadani,Pakistan,2016-05-12 00:00:00+00:00,,,,,,2016-05-02 00:00:00+00:00,,
8706181,Bao Yue,Bulk Carrier,24496.0,,1989.0,St. Vincent & Grenadines,,HTM Shipping Company Limited,China,Baoyuan International Company Limited,Baoyue Shipping Company Limited,St. Vincent & Grenadines,Gadani,Pakistan,2016-09-05 00:00:00+00:00,,,,,,2016-08-26 00:00:00+00:00,,
8404903,King Spirit,General Cargo,23275.0,,1986.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,King Phenix Shipping Company Limited,St. Vincent & Grenadines,Alang,India,2016-04-25 00:00:00+00:00,,,,,,2016-03-31 00:00:00+00:00,,
8503046,King Fortune,General Cargo With Container Capacity,17101.0,,1987.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,Ning Hang Shipping & Enterprise Company Limited,China,Alang,India,2016-11-02 00:00:00+00:00,,,,,,2016-10-13 00:00:00+00:00,,
8404898,King Pride,Bulk Carrier With Container Capacity,23275.0,,1986.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,King Pride Shipping Company Limited,St. Vincent & Grenadines,Alang,India,2016-05-05 00:00:00+00:00,,,,,,2016-03-31 00:00:00+00:00,,
8325597,King Phenix,Bulk Carrier With Container Capacity,23275.0,,1986.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,King Spirit Shipping Company Limited,St. Vincent & Grenadines,Gadani,Pakistan,2016-07-18 00:00:00+00:00,,,,,,2016-07-10 00:00:00+00:00,,
8404903,King Spitit,General Cargo,23275.0,,1986.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,King Phenix Shipping Company Limited,St. Vincent & Grenadines,Alang,India,2016-04-26 00:00:00+00:00,,,,,,2016-03-31 00:00:00+00:00,,
8412900,King Diamond,General Cargo,15350.0,,1985.0,St. Vincent & Grenadines,,Nanjing King Ship Management Company Limited,China,Nanjing King Ship Management Company Limited,King Diamond Shipping Company Limited,St. Vincent & Grenadines,Gadani,Pakistan,2016-07-21 00:00:00+00:00,,,,,,2016-07-18 00:00:00+00:00,,
8315152,Smart Sail,General Cargo With Container Capacity,13982.0,,1986.0,St. Vincent & Grenadines,,Tranvast Shipping Company Limited,China,Tranvast Shipping Company Limited,Smart Sail Limited,British Virgin Islands,Alang,India,2016-12-15 00:00:00+00:00,,,,,,2016-12-07 00:00:00+00:00,,
8401250,Ocean Pearl,Bulk Carrier,14031.0,,1985.0,Cook Islands,,Sun Seas Shipping Company Limited,Cook Islands,Sun Seas Shipping Company Limited,Ocean Pearl Maritime Limited,Liberia,Alang,India,2016-02-20 00:00:00+00:00,,,,,,2016-02-05 00:00:00+00:00,,
7942037,Zagreb I,Drill Platform,10091.0,,1977.0,Liberia,,INA-Industrija Nafte-NAFTAPLIN,Croatia,INA-Industrija Nafte-NAFTAPLIN,Nordic Shipping Limited,Liberia,Aliaga,Turkey,2016-11-03 00:00:00+00:00,,,,,,2016-10-26 00:00:00+00:00,,
7909865,Aqua Pearl,General Cargo With Container Capacity,27069.0,,1981.0,Bahamas,,SMT Shipping (Cyprus) Limited,Cyprus,SMT Shipping (Cyprus) Limited,Aqua Pearl Shipping Limited,Marshall Islands,Alang,India,2016-03-08 00:00:00+00:00,,,,,,2016-02-29 00:00:00+00:00,,
8400634,Balboa Pearl,General Cargo With Container Capacity,28005.0,,1986.0,Bahamas,,SMT Shipping (Cyprus) Limited,Cyprus,SMT Shipping (Cyprus) Limited,Balboa Pearl Shipping Company Limited,Marshall Islands,Alang,India,2016-03-08 00:00:00+00:00,,,,,,2016-02-25 00:00:00+00:00,,
8302181,Caribe Pearl,General Cargo With Container Capacity,27012.0,,1986.0,Bahamas,,SMT Shipping (Cyprus) Limited,Cyprus,SMT Shipping (Cyprus) Limited,Caribe Pearl Shipping Company Limited,Marshall Islands,Alang,India,2016-04-12 00:00:00+00:00,,,,,,2016-03-29 00:00:00+00:00,,
8324373,Bahamas Pearl,General Cargo With Container Capacity,27470.0,,1985.0,Bahamas,,SMT Shipping (Cyprus) Limited,Cyprus,SMT Shipping (Cyprus) Limited,Bahamas Pearl Shipping Company Limited,Bahamas,Alang,India,2016-06-21 00:00:00+00:00,,,,,,2016-06-02 00:00:00+00:00,,
8502573,Kholmsk,Bulk Carrier,21460.0,,1988.0,Belize,,Sadent Shipping Limited,Cyprus,Sadent Shipping Limited,Sadent Marine Limited,Cyprus,Chittagong,Bangladesh,2016-05-02 00:00:00+00:00,,,,,,2016-01-27 00:00:00+00:00,,
8502561,Victoria R.,Bulk Carrier,21437.0,,1988.0,Belize,,Sadent Shipping Limited,Cyprus,Sadent Shipping Limited,World Shipping Limited,Belize,Alang,India,2016-07-09 00:00:00+00:00,,,,,,2016-06-23 00:00:00+00:00,,
7711139,Star Fighter,Passenger Ro/Ro,8097.0,,1978.0,Cyprus,,Sheroudo Shipping Company Limited,Cyprus,Sheroudo Shipping Company Limited,Sheroudo Shipping Company Limited,Cyprus,Alang,India,2016-12-06 00:00:00+00:00,,,,,,2016-11-26 00:00:00+00:00,,
8903284,Badri Prasad,Bulk Carrier,77182.0,,1990.0,India,,Essar Group,Cyprus,Essar Shipping Limited,Essar Shipping Limited,India,Gadani,Pakistan,2016-08-13 00:00:00+00:00,,,,,,2016-05-05 00:00:00+00:00,,
8401975,Maersk Chancellor,Tug/Supply,2887.0,,1986.0,Canada,,A.P. Moller-Maersk Group,Denmark,Maersk Supply Service A/S,The Maersk Company (Canada) Limited,Canada,Aliaga,Turkey,2016-11-07 00:00:00+00:00,,,,,,2016-11-02 00:00:00+00:00,,
9144342,Maersk Beater,Anchor Handling Tug/Supply,4363.0,,1997.0,Denmark,,A.P. Moller-Maersk Group,Denmark,Maersk Supply Service A/S,Maersk Supply Service UK Limited,United Kingdom,Aliaga,Turkey,2016-11-07 00:00:00+00:00,,,,,,2016-11-02 00:00:00+00:00,,
9057458,Pioneer Atlantic,Bulk Carrier,37978.0,,1998.0,Hong Kong,,Investeringsgruppen Danmark A/S,Denmark,ID Shipping A/S,K/S Danskib 81,Denmark,Chittagong,Bangladesh,2016-05-24 00:00:00+00:00,,,,,,2016-04-07 00:00:00+00:00,,
9105932,Maersk Wyoming,Fully Cellular Containership,50698.0,,1996.0,Palau,,A.P. Moller-Maersk Group,Denmark,Maersk Line Limited,Maersk Line Limited,United States of America,Alang,India,2016-05-24 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
9155119,Maersk Georgia,Fully Cellular Containership,50698.0,,1997.0,Palau,,A.P. Moller-Maersk Group,Denmark,Maersk Line A/S,Maersk Shipping Hong Kong Limited,Hong Kong,Alang,India,2016-06-07 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
8212673,SSG Edward A.Carter Jr.,Fully Cellular Containership,57075.0,,1985.0,United States of America,,A.P. Moller-Maersk Group,Denmark,Maersk Line Limited,Maersk Line Limited,United States of America,Aliaga,Turkey,2016-05-11 00:00:00+00:00,,,,,,2016-04-14 00:00:00+00:00,,
8225333,Egy Pride,General Cargo With Container Capacity,4967.0,,1985.0,Egypt,,Mahoney Shipping & Marine Services Company,Egypt,Mahoney Shipping & Marine Services Company,Egyptian Feeder Services Limited,Egypt,Aliaga,Turkey,2016-06-22 00:00:00+00:00,,,,,,2016-06-10 00:00:00+00:00,,
7642584,Sama,General Cargo With Container Capacity,2136.0,,1977.0,Panama,,El Moez Maritime Company,Egypt,El Moez Maritime Company,Success Shipping Company,Egypt,Aliaga,Turkey,2016-11-14 00:00:00+00:00,,,,,,2016-11-10 00:00:00+00:00,,
7429918,Orca K.,Bulk Carrier,7265.0,,1975.0,Panama,,Moon Shipping Company,Egypt,Moon Shipping Company,Moon Joy Shipping Company Limited,Egypt,Alang,India,2016-03-13 00:00:00+00:00,,,,,,2016-02-12 00:00:00+00:00,,
8302193,Padma,General Cargo With Container Capacity,11558.0,,1986.0,Comoros,,Ethiopian Shipping and Logistics Service Enterprise,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise,Ethiopian Shipping and Logistics Service Enterprise,Ethiopia,Alang,India,2016-01-12 00:00:00+00:00,,,,,,2016-01-07 00:00:00+00:00,,
8819122,Tika,General Cargo With Container Capacity,13651.0,,1990.0,Comoros,,Ethiopian Shipping and Logistics Service Enterprise,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise,Ethiopian Shipping and Logistics Service Enterprise,Ethiopia,Gadani,Pakistan,2016-02-10 00:00:00+00:00,,,,,,2016-01-02 00:00:00+00:00,,
7724306,Saint Roch,Roll On Roll Off,31007.0,,1980.0,Bahamas,,CMA CGM S.A.,France,SCAC Delmas Vieljeux,SCAC Delmas Vieljeux,France,Alang,India,2016-07-07 00:00:00+00:00,,,,,,2016-05-19 00:00:00+00:00,,
8208854,Orelia,Support,7260.0,,1984.0,Marshall Islands,,Technip S.A.,France,Technip UK Limited,Technip UK Limited,United Kingdom,Aliaga,Turkey,2016-12-21 00:00:00+00:00,,,,,,2016-12-15 00:00:00+00:00,,
9134646,Impala,Fully Cellular Containership,16803.0,,1996.0,Palau,,CMA CGM S.A.,France,CMA CGM S.A.,CMA CGM S.A.,France,Alang,India,2016-10-15 00:00:00+00:00,,,,,,2016-09-22 00:00:00+00:00,,
9114270,Baghira,Fully Cellular Containership,6246.0,,1998.0,Antigua & Barbuda,,AEWS Shipping GmbH & Company KG,Germany,AEWS Shipping GmbH & Company KG,ms Baghira Schiffahrt GmbH & Company KG,Germany,Aliaga,Turkey,2016-11-17 00:00:00+00:00,,,,,,2016-11-07 00:00:00+00:00,,
9228552,Commodore,Fully Cellular Containership,30047.0,,2001.0,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Commodore Gebruder Winter Bereederungsges. mbH & Company KG,Germany,Alang,India,2016-01-23 00:00:00+00:00,,,,,,2016-01-07 00:00:00+00:00,,
9143233,Columba,Fully Cellular Containership,23897.0,,1998.0,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Columba Gebr. Winter Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-02-14 00:00:00+00:00,,,,,,2016-02-05 00:00:00+00:00,,
9143245,Classica,Fully Cellular Containership,23897.0,,1998.0,Antigua & Barbuda,,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Classica Gebruder Winter Schiffahrtsges.mbH & Company KG,Germany,Alang,India,2016-05-24 00:00:00+00:00,,,,,,2016-05-19 00:00:00+00:00,,
9127784,Dir,Fully Cellular Containership,21199.0,,1997.0,Comoros,,Alpha Ship GmbH & Company KG,Germany,Alpha Shipmanagement GmbH & Company KG,Alpha Ship GmbH & Company KG ms Nadir,Marshall Islands,Alang,India,2016-09-17 00:00:00+00:00,,,,,,2016-08-28 00:00:00+00:00,,
9247948,Gold,Fully Cellular Containership,35589.0,,2002.0,Comoros,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG,Arnold Maritime Limited,Liberia,Chittagong,Bangladesh,2016-05-10 00:00:00+00:00,,,,,,2016-03-11 00:00:00+00:00,,
9248150,Uma,Fully Cellular Containership,65918.0,,2003.0,Comoros,,Conti Holding GmbH & Company KG,Germany,NSB Niederelbe Schiffahrtsgesellschaft mbH & Company KG,Conti Madrid (M.I.) Shipping Limited,Marshall Islands,Gadani,Pakistan,2016-11-30 00:00:00+00:00,,,,,,2016-11-03 00:00:00+00:00,,
9147083,Portugal-1,Fully Cellular Containership,53324.0,,1998.0,Comoros,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-07-11 00:00:00+00:00,,,,,,2016-04-14 00:00:00+00:00,,
9141273,Phong,Fully Cellular Containership,53324.0,,1997.0,Comoros,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-07-13 00:00:00+00:00,,,,,,2016-06-12 00:00:00+00:00,,
9213284,Regal,Fully Cellular Containership,40306.0,,2000.0,Comoros,,Hansa Mare Reederei GmbH & Company KG,Germany,Hansa Mare Reederei GmbH & Company KG,ms Mare Arcticum Schiffahrtsges. mbH & Company KG,Germany,Chittagong,Bangladesh,2016-12-06 00:00:00+00:00,,,,,,2016-09-23 00:00:00+00:00,,
9134610,Champ,Fully Cellular Containership,23897.0,,1998.0,Comoros,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Schiffahrts-Gesellschaft ms Champion mbH & Company,Germany,Chittagong,Bangladesh,2016-07-02 00:00:00+00:00,,,,,,2016-05-05 00:00:00+00:00,,
9147100,Unity,Fully Cellular Containership,36606.0,,1997.0,Comoros,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs-KG ms Northern Divinity Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-03-31 00:00:00+00:00,,,,,,2016-03-04 00:00:00+00:00,,
9196890,Grace,Fully Cellular Containership,54415.0,,2000.0,Comoros,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs-Kommanditges. ms Northern Grace Schiffahrtsgesellschaft mbH & Company,Germany,Chittagong,Bangladesh,2016-10-02 00:00:00+00:00,,,,,,2016-09-15 00:00:00+00:00,,
9253301,Deli,Fully Cellular Containership,41078.0,,2003.0,Comoros,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs KG ms Northern Delicacy Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-12-07 00:00:00+00:00,,,,,,2016-11-09 00:00:00+00:00,,
9196905,Fern,Fully Cellular Containership,54415.0,,2000.0,Comoros,,Norddeutsche Vermogen Holding GmbH & Company,Germany,H. Schuldt OHG (GmbH & Company),Beteiligungs-KG ms Northern Glory Schiffahrtsges. mbH & Company,Germany,Alang,India,2016-10-17 00:00:00+00:00,,,,,,2016-09-23 00:00:00+00:00,,
9219408,Phalia,Fully Cellular Containership,35824.0,,2003.0,Comoros,,Peter Dohle Schiffahrts-KG,Germany,Hammonia Reederei GmbH & Company KG,ms Hammonia Westphalia Nova Schiffahrts GmbH & Company,Germany,Chittagong,Bangladesh,2016-12-01 00:00:00+00:00,,,,,,2016-09-15 00:00:00+00:00,,
9248667,Thom,Fully Cellular Containership,28270.0,,2003.0,Comoros,,Reederei Karl Schluter GmbH & Company KG,Germany,Reederei Karl Schluter GmbH & Company KG,KG ms Thomas Mann Schiffahrtsges. mbH & Company,Germany,Chittagong,Bangladesh,2016-11-02 00:00:00+00:00,,,,,,2016-10-26 00:00:00+00:00,,
9295402,Opus,Fully Cellular Containership,41359.0,,2005.0,Comoros,,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,Germany,Schiffahrtsgesellschaft Oltmann Verwaltungs mbH & Co KG,ms JPO Cancer Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-11-19 00:00:00+00:00,,,,,,2016-11-03 00:00:00+00:00,,
8712570,Etagas,Liquefied Petroleum Gas Carrier,7314.0,,1988.0,Curacao,,Sloman Neptun Schiffahrts-AG,Germany,Sloman Neptun Schiffahrts-AG,Etagas Shipping Company N.V.,Curacao,Alang,India,2016-10-14 00:00:00+00:00,,,,,,2016-09-23 00:00:00+00:00,,
9124524,Hansa Constitution,Fully Cellular Containership,31730.0,,1997.0,St. Kitts-Nevis,,Hansa Treuhand Schiffsbeteiligungs AG & Company K.G.,Germany,Hansa Shipping GmbH & Company KG,Hansa Constitution Shipping Company Limited,Liberia,Chittagong,Bangladesh,2016-08-16 00:00:00+00:00,,,,,,2016-05-12 00:00:00+00:00,,
9215842,Tio,Fully Cellular Containership,74310.0,,2001.0,Liberia,,Dr. Peters GmbH & Company KG,Germany,DS-Schiffahrt GmbH & Company KG,DS-Rendite-Fonds Nr.116 DS National GmbH & Company Containerschiff KG,Germany,Alang,India,2016-08-02 00:00:00+00:00,,,,,,2016-06-22 00:00:00+00:00,,
9160437,E. R. Santiago,Fully Cellular Containership,26125.0,,1998.0,Liberia,,E.R. Schiffahrt GmbH & Cie KG,Germany,E.R. Schiffahrt GmbH & Cie KG,ms E.R. Santiago Schiffahrtsges. mbH & Company KG,Germany,Alang,India,2016-07-08 00:00:00+00:00,,,,,,2016-07-02 00:00:00+00:00,,
9244219,Mond,Bulk Carrier,38846.0,,2001.0,Liberia,,Egon Oldendorff KG,Germany,Oldendorff Carriers GmbH & Company KG,Oldendorff Drybulk GmbH & Company KG,Germany,Alang,India,2016-02-11 00:00:00+00:00,,,,,,2016-02-06 00:00:00+00:00,,
9232101,Philadelphia,Fully Cellular Containership,50242.0,,2002.0,Liberia,,F. Laeisz Schiffahrtsges.mbH & Company,Germany,Reederei F.Laeisz GmbH,ms Philadelphia GmbH & Company KG,Germany,Alang,India,2016-01-12 00:00:00+00:00,,,,,,2015-12-10 00:00:00+00:00,,
